Id,SalePrice
1461,122494.00895914919
1462,174118.05319308932
1463,181763.829845501
1464,201737.73132127142
1465,194364.28266632452
1466,172588.42565920608
1467,179018.6421125267
1468,164555.91970398906
1469,188783.08079022888
1470,123178.29187129979
1471,167169.7877451834
1472,100099.43257400983
1473,96684.86212585121
1474,148442.75748133555
1475,125192.60286993608
1476,342765.9459988774
1477,254091.82795905447
1478,306380.198798573
1479,290873.0888564703
1480,575538.5271644975
1481,327489.01856521453
1482,209019.70850802312
1483,171732.9765749026
1484,161495.53275169723
1485,185675.9633214745
1486,188664.5876672902
1487,337521.4835251676
1488,227198.82023638635
1489,198403.29953573522
1490,251125.32467262898
1491,188467.7330273375
1492,90787.23603335313
1493,171446.83361404753
1494,283485.2124296977
1495,284415.72445656627
1496,241215.21727864834
1497,178300.7305507617
1498,191980.59278248245
1499,168895.2783874575
1500,162925.72170258057
1501,180170.46668529717
1502,151012.7207741032
1503,317902.64847754396
1504,250046.90938842582
1505,236438.62445833118
1506,190266.5654537736
1507,252513.51163318823
1508,203209.44947829464
1509,156440.02329967095
1510,145857.51528795416
1511,168215.74985368087
1512,173572.18032443168
1513,144771.0754372455
1514,156319.1793591354
1515,185234.70835238678
1516,146347.4932391263
1517,156934.03280294072
1518,131184.8110372854
1519,207579.3387931356
1520,128399.01650029595
1521,129906.40761325
1522,174083.009926045
1523,118098.59970261855
1524,125554.21060398499
1525,120001.78761437352
1526,112261.77362269675
1527,110095.60149311733
1528,129438.59465328643
1529,164652.6794228163
1530,206864.62108209252
1531,116310.57676475111
1532,90660.36626784461
1533,150629.74166376828
1534,96005.33175871668
1535,141000.31960861848
1536,107704.1677594471
1537,75136.70712423816
1538,144651.6913843481
1539,189721.540394667
1540,72714.62008390356
1541,149176.83069796168
1542,160021.25983440332
1543,189265.1322800601
1544,84767.9721826531
1545,120388.3602360542
1546,140781.88789326968
1547,136477.1168778592
1548,137843.0954837836
1549,125052.6694634921
1550,135213.80394017397
1551,98309.55255601328
1552,141576.13199648776
1553,139335.19862103093
1554,122915.08804214423
1555,159260.79929691995
1556,74516.90237753508
1557,106413.27235560618
1558,107801.19708771828
1559,65776.03679596294
1560,126610.76802511724
1561,98100.72054843287
1562,138188.57189797252
1563,124693.54586826297
1564,160796.5560167567
1565,151155.9387364636
1566,237088.83435356963
1567,82095.75898725553
1568,246305.54349791995
1569,141237.7098700212
1570,137321.30863507435
1571,113350.47964281843
1572,142704.86057769967
1573,225874.30983984462
1574,116170.48094740548
1575,235844.85312388165
1576,219318.74557777576
1577,179138.5900360647
1578,139960.5347724063
1579,145878.49009066244
1580,193655.4283279915
1581,158870.17770961495
1582,132126.81705234063
1583,306577.4926802024
1584,219884.4492794772
1585,137848.8799965768
1586,83519.03563183268
1587,115740.02778146423
1588,150468.0312360438
1589,104280.76521151219
1590,132211.2581326859
1591,97833.6462699772
1592,115216.68281585856
1593,125121.65314586219
1594,112290.77594195316
1595,132857.77720359896
1596,220913.713513985
1597,205800.13081954326
1598,221206.45510358614
1599,167958.5579084143
1600,158115.2437036603
1601,73741.19029808644
1602,123325.05661776316
1603,58478.205636746854
1604,271689.167545139
1605,229779.89417095127
1606,164057.48160356714
1607,170619.65241302163
1608,218846.78333184356
1609,179718.95773139127
1610,155301.5510327232
1611,136128.92634943288
1612,166360.1240389136
1613,170291.67555454982
1614,122315.23424099674
1615,86956.4225883316
1616,77395.55307309689
1617,90975.6662484604
1618,148263.48047372684
1619,143259.08771526787
1620,176786.16060332442
1621,131119.05869190057
1622,147277.62024752432
1623,252141.90883886308
1624,199697.45311759794
1625,114957.63199555207
1626,167166.62772096944
1627,193827.78637312131
1628,264021.7595849436
1629,177628.51213717522
1630,376051.82005484897
1631,218678.4131766895
1632,239539.91472349357
1633,169649.74804432504
1634,183541.94433179538
1635,173836.62352869043
1636,154817.71094582262
1637,209809.91067422644
1638,179623.16974031055
1639,180658.4889080341
1640,238389.47396922504
1641,178393.22298865626
1642,254124.1547037422
1643,225615.4423377792
1644,245947.49787299032
1645,226142.87618935684
1646,154839.86032273746
1647,152586.32921891153
1648,128450.70091573152
1649,140907.2225742635
1650,116102.39491042934
1651,122845.45868144382
1652,100470.95721272119
1653,103701.13299856732
1654,145348.6172919091
1655,141554.78509430873
1656,141620.7666424822
1657,150591.41124398186
1658,146967.488225875
1659,131831.27106652435
1660,157797.42189444767
1661,470294.2431565894
1662,407358.6624946627
1663,384388.71062163037
1664,648323.2393980272
1665,302551.39853948547
1666,300159.37203941535
1667,410409.7423142587
1668,331330.2825073597
1669,295383.62746646215
1670,334373.7849554532
1671,268383.1518214411
1672,452363.7916980719
1673,289543.8349664335
1674,246536.2483438528
1675,197137.73077605493
1676,195959.66692772467
1677,215677.3718548513
1678,513515.46818552405
1679,414565.2103379222
1680,316956.2097382955
1681,237051.73159809402
1682,313212.12519981276
1683,193324.30028831368
1684,175181.96947894304
1685,169727.63489604107
1686,167961.2385436996
1687,165481.86103721848
1688,182604.34101709566
1689,188631.67930167308
1690,192462.12529399974
1691,184631.38825372444
1692,248377.19964017783
1693,164692.30923592253
1694,184822.40228524702
1695,167381.77701945053
1696,281850.9218606598
1697,175202.71039568214
1698,336844.2621911155
1699,324881.7863782037
1700,251656.5512982961
1701,254978.94112334168
1702,240960.80313318505
1703,242408.75386800698
1704,273236.51613610674
1705,223013.06191275586
1706,193070.46382931827
1707,204998.89637734363
1708,206983.40996591898
1709,260597.80601138124
1710,229319.60454005026
1711,272573.6894034492
1712,255728.27941265402
1713,280463.1729742529
1714,229107.04024434142
1715,210143.90374108087
1716,183485.65779661262
1717,180717.15874395374
1718,138668.9757424831
1719,193011.23900748364
1720,198424.74158555415
1721,153717.81545754184
1722,120311.42868770332
1723,151303.8725743768
1724,198849.91786188923
1725,238169.6201913043
1726,186074.56114219554
1727,149428.969245891
1728,160774.3785347466
1729,168710.5756616984
1730,151713.03245155624
1731,115461.35238479442
1732,134182.45510231485
1733,112604.03416183969
1734,131552.92958454252
1735,112703.31031506661
1736,106418.32857770265
1737,318648.9147525133
1738,246542.93593043636
